"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"15805","PINNACLE 16","SHAN ROAD","12","Non-landed Properties","1","2600","500 to 600","Nov-2017"
"15806","SCENIC HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","3","3000","1100 to 1200","Nov-2017"
"15807","THE RIVERINE BY THE PARK","KALLANG ROAD","12","Non-landed Properties","2","3400","900 to 1000","Nov-2017"
"15808","RIVIERA 38","MAR THOMA ROAD","12","Non-landed Properties","2","2300","800 to 900","Nov-2017"
"15809","BEACON HEIGHTS","MAR THOMA ROAD","12","Non-landed Properties","3","2800","1100 to 1200","Nov-2017"
"15810","THE RIVERINE BY THE PARK","KALLANG ROAD","12","Non-landed Properties","3","5000","1200 to 1300","Nov-2017"
"15811","CITY SUITES","BALESTIER ROAD","12","Non-landed Properties","1","2000","400 to 500","Nov-2017"
"15812","PARC HAVEN","LORONG LIMAU","12","Non-landed Properties","1","1950","600 to 700","Nov-2017"
"15813","CASA FORTUNA","AH HOOD ROAD","12","Non-landed Properties","2","2700","1000 to 1100","Nov-2017"
"15814","BEACON HEIGHTS","MAR THOMA ROAD","12","Non-landed Properties","2","2300","800 to 900","Nov-2017"
"15815","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2900","600 to 700","Nov-2017"
"15816","IRESIDENCES","IRRAWADDY ROAD","12","Non-landed Properties","3","4000","1300 to 1400","Nov-2017"
"15817","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","na*","2000","300 to 400","Oct-2017"
"15818","DE PARADISO","MARTABAN ROAD","12","Non-landed Properties","2","2600","900 to 1000","Oct-2017"
"15819","SKYSUITES17","JALAN RAJAH","12","Non-landed Properties","2","3000","600 to 700","Oct-2017"
"15820","DE ROYALE","JALAN RAMA RAMA","12","Non-landed Properties","3","3200","1100 to 1200","Oct-2017"
"15821","REGAL COURT","KIM KEAT ROAD","12","Non-landed Properties","2","2100","800 to 900","Oct-2017"
"15822","GAIA","JALAN DUSUN","12","Non-landed Properties","3","3000","900 to 1000","Oct-2017"
"15823","OLEANDER TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","2","3000","800 to 900","Oct-2017"
"15824","OLEANDER TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","2","2600","800 to 900","Oct-2017"
"15825","THE CALLISTA","MAR THOMA ROAD","12","Non-landed Properties","1","1900","500 to 600","Oct-2017"
"15826","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2700","800 to 900","Oct-2017"
"15827","TRELLIS TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","3","3950","1400 to 1500","Oct-2017"
"15828","ONE DUSUN RESIDENCES","JALAN DUSUN","12","Non-landed Properties","2","2000","400 to 500","Oct-2017"
"15829","KIM KEAT LODGE","KIM KEAT ROAD","12","Non-landed Properties","3","3200","1300 to 1400","Oct-2017"
"15830","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2200","400 to 500","Oct-2017"
"15831","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","2","3100","900 to 1000","Oct-2017"
"15832","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","3000","600 to 700","Oct-2017"
"15833","THE MARQUE @ IRRAWADDY","SHAN ROAD","12","Non-landed Properties","2","2300","800 to 900","Oct-2017"
"15834","CITY REGENCY","ST. MICHAEL'S ROAD","12","Non-landed Properties","1","2000","400 to 500","Oct-2017"
"15835","BEACON HEIGHTS","MAR THOMA ROAD","12","Non-landed Properties","2","2550","900 to 1000","Oct-2017"
"15836","THE VERVE","JALAN RAJAH","12","Non-landed Properties","1","1950","600 to 700","Oct-2017"
"15837","THE MEZZO","BALESTIER ROAD","12","Non-landed Properties","2","2600","800 to 900","Oct-2017"
"15838","MOONSTONE VIEW","MOONSTONE LANE","12","Non-landed Properties","2","2400","800 to 900","Oct-2017"
"15839","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","2","3000","800 to 900","Oct-2017"
"15840","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","1","1800","400 to 500","Oct-2017"
"15841","THE CALLISTA","MAR THOMA ROAD","12","Non-landed Properties","3","2600","1200 to 1300","Oct-2017"
"15842","CALARASI","KIM KEAT LANE","12","Non-landed Properties","3","3000","1000 to 1100","Oct-2017"
"15843","KEMAMAN POINT","JALAN KEMAMAN","12","Non-landed Properties","3","3300","1200 to 1300","Oct-2017"
"15844","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","na*","2000","300 to 400","Oct-2017"
"15845","OKIO","BALESTIER ROAD","12","Non-landed Properties","1","1900","400 to 500","Oct-2017"
"15846","THE ARTE","JALAN RAJA UDANG","12","Non-landed Properties","4","4700","1800 to 1900","Oct-2017"
"15847","KEMAMAN POINT","JALAN KEMAMAN","12","Non-landed Properties","3","2400","800 to 900","Oct-2017"
"15848","VISTA RESIDENCES","JALAN DATOH","12","Non-landed Properties","1","2400","600 to 700","Oct-2017"
"15849","M66","MOONSTONE LANE","12","Non-landed Properties","1","1700","400 to 500","Oct-2017"
"15850","SKYSUITES17","JALAN RAJAH","12","Non-landed Properties","2","2500","600 to 700","Oct-2017"
"15851","THE CENTRIO","IRRAWADDY ROAD","12","Non-landed Properties","2","4200","900 to 1000","Oct-2017"
"15852","CASA IRRAWADDY","IRRAWADDY ROAD","12","Non-landed Properties","3","2800","1100 to 1200","Oct-2017"
"15853","8 RAJA","JALAN RAJA UDANG","12","Non-landed Properties","3","5800","2000 to 2100","Oct-2017"
"15854","SKYSUITES17","JALAN RAJAH","12","Non-landed Properties","3","3300","1000 to 1100","Oct-2017"
"15855","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","3","3200","1200 to 1300","Oct-2017"
"15856","ONE DUSUN RESIDENCES","JALAN DUSUN","12","Non-landed Properties","2","2600","600 to 700","Oct-2017"
"15857","GAIA","JALAN DUSUN","12","Non-landed Properties","3","2900","1000 to 1100","Oct-2017"
"15858","M66","MOONSTONE LANE","12","Non-landed Properties","2","2500","1000 to 1100","Oct-2017"
"15859","THE ELYSIA","MAR THOMA ROAD","12","Non-landed Properties","3","2400","1100 to 1200","Oct-2017"
"15860","GAIA","JALAN DUSUN","12","Non-landed Properties","3","2850","900 to 1000","Oct-2017"
"15861","NOVA 88","BHAMO ROAD","12","Non-landed Properties","na*","2100","500 to 600","Oct-2017"
"15862","BALESTIER PLAZA","BALESTIER ROAD","12","Non-landed Properties","2","2500","900 to 1000","Oct-2017"
"15863","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","na*","1700","300 to 400","Oct-2017"
"15864","URBAN HERITAGE","BALESTIER ROAD","12","Non-landed Properties","1","1600","400 to 500","Oct-2017"
"15865","OLEANDER TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","3","3000","1100 to 1200","Oct-2017"
"15866","OLEANDER TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","2","3000","800 to 900","Oct-2017"
"15867","DE PARADISO","MARTABAN ROAD","12","Non-landed Properties","1","2300","700 to 800","Oct-2017"
"15868","8 RAJA","JALAN RAJA UDANG","12","Non-landed Properties","3","5250","2000 to 2100","Oct-2017"
"15869","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","3","3400","1000 to 1100","Oct-2017"
"15870","AVA TOWERS","AVA ROAD","12","Non-landed Properties","3","3000","1000 to 1100","Oct-2017"
"15871","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2500","600 to 700","Oct-2017"
"15872","SHAW PLAZA - TWIN HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","3","3100","1400 to 1500","Oct-2017"
"15873","ONE DUSUN RESIDENCES","JALAN DUSUN","12","Non-landed Properties","2","2200","400 to 500","Oct-2017"
"15874","BOON TECK TOWER","BOON TECK ROAD","12","Non-landed Properties","3","2800","1400 to 1500","Oct-2017"
"15875","ROCCA BALESTIER","BALESTIER ROAD","12","Non-landed Properties","3","2300","900 to 1000","Oct-2017"
"15876","LEONG HIN BUILDING","BALESTIER ROAD","12","Non-landed Properties","na*","2850","1200 to 1300","Oct-2017"
"15877","THE ELYSIA","MAR THOMA ROAD","12","Non-landed Properties","2","2200","800 to 900","Oct-2017"
"15878","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","1","1850","400 to 500","Oct-2017"
"15879","RITZ MANSIONS","BALESTIER ROAD","12","Non-landed Properties","3","3000","1400 to 1500","Oct-2017"
"15880","VA RESIDENCES","BOON TECK ROAD","12","Non-landed Properties","2","2250","600 to 700","Oct-2017"
"15881","VA RESIDENCES","BOON TECK ROAD","12","Non-landed Properties","1","2200","500 to 600","Oct-2017"
"15882","THE VERVE","JALAN RAJAH","12","Non-landed Properties","2","2400","800 to 900","Oct-2017"
"15883","THE RIVERINE BY THE PARK","KALLANG ROAD","12","Non-landed Properties","3","4500","1300 to 1400","Oct-2017"
"15884","THE TIER","PEGU ROAD","12","Non-landed Properties","1","1950","400 to 500","Oct-2017"
"15885","DE ROYALE","JALAN RAMA RAMA","12","Non-landed Properties","2","2700","900 to 1000","Oct-2017"
"15886","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","4000","1300 to 1400","Oct-2017"
"15887","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2800","600 to 700","Oct-2017"
"15888","LEONG HIN BUILDING","BALESTIER ROAD","12","Non-landed Properties","na*","2700","1200 to 1300","Oct-2017"
"15889","THE MEZZO","BALESTIER ROAD","12","Non-landed Properties","2","2600","700 to 800","Oct-2017"
"15890","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","3","3700","1100 to 1200","Oct-2017"
"15891","THE TIER","PEGU ROAD","12","Non-landed Properties","1","2000","400 to 500","Oct-2017"
"15892","THE VIRIDIAN","JALAN AMPAS","12","Non-landed Properties","3","3450","1000 to 1100","Oct-2017"
"15893","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","3","3000","900 to 1000","Oct-2017"
"15894","OLEANDER TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","2","2300","800 to 900","Oct-2017"
"15895","REGENT RESIDENCES","SERANGOON ROAD","12","Non-landed Properties","2","2550","800 to 900","Oct-2017"
"15896","CRADELS","LORONG LIMAU","12","Non-landed Properties","1","1888","400 to 500","Oct-2017"
"15897","8 RAJA","JALAN RAJA UDANG","12","Non-landed Properties","3","4000","1500 to 1600","Oct-2017"
"15898","REGENT RESIDENCES","SERANGOON ROAD","12","Non-landed Properties","2","2450","800 to 900","Oct-2017"
"15899","REGENT RESIDENCES","SERANGOON ROAD","12","Non-landed Properties","2","2400","800 to 900","Oct-2017"
"15900","SKYSUITES17","JALAN RAJAH","12","Non-landed Properties","2","2600","600 to 700","Oct-2017"
"15901","D'MIRA","BOON TECK ROAD","12","Non-landed Properties","2","2700","900 to 1000","Oct-2017"
"15902","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","4","4800","1400 to 1500","Oct-2017"
"15903","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","2","3300","1000 to 1100","Oct-2017"
"15904","THE RIVERINE BY THE PARK","KALLANG ROAD","12","Non-landed Properties","3","4500","1300 to 1400","Oct-2017"
"15905","NOVA 88","BHAMO ROAD","12","Non-landed Properties","na*","1750","500 to 600","Oct-2017"
"15906","GAIA","JALAN DUSUN","12","Non-landed Properties","3","3100","900 to 1000","Oct-2017"
"15907","RITZ MANSIONS","BALESTIER ROAD","12","Non-landed Properties","3","3200","1100 to 1200","Oct-2017"
"15908","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","1","1800","400 to 500","Oct-2017"
"15909","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","2","3500","1100 to 1200","Oct-2017"
"15910","REGAL COURT","KIM KEAT ROAD","12","Non-landed Properties","3","2950","1100 to 1200","Oct-2017"
"15911","M66","MOONSTONE LANE","12","Non-landed Properties","1","1600","400 to 500","Oct-2017"
"15912","ST FRANCIS COURT","ST. FRANCIS ROAD","12","Non-landed Properties","3","2900","1200 to 1300","Oct-2017"
"15913","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","4","5000","1700 to 1800","Oct-2017"
"15914","EURO-ASIA APARTMENTS","SERANGOON ROAD","12","Non-landed Properties","na*","3000","1000 to 1100","Oct-2017"
"15915","PRESTIGE HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","2","2300","500 to 600","Oct-2017"
"15916","TRELLIS TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","3","3000","1100 to 1200","Oct-2017"
"15917","REGENT RESIDENCES","SERANGOON ROAD","12","Non-landed Properties","2","2600","800 to 900","Oct-2017"
"15918","THE ARTE","JALAN RAJA UDANG","12","Non-landed Properties","3","4450","1600 to 1700","Oct-2017"
"15919","M66","MOONSTONE LANE","12","Non-landed Properties","1","1600","400 to 500","Oct-2017"
"15920","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","2","2300","600 to 700","Oct-2017"
"15921","BOON TECK TOWER","BOON TECK ROAD","12","Non-landed Properties","3","2800","1500 to 1600","Oct-2017"
"15922","BLISS LOFT","KIM KEAT CLOSE","12","Non-landed Properties","1","1750","400 to 500","Oct-2017"
"15923","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2000","400 to 500","Oct-2017"
"15924","DOMUS","IRRAWADDY ROAD","12","Non-landed Properties","2","3150","900 to 1000","Oct-2017"
"15925","THE BELLEFORTE","AH HOOD ROAD","12","Non-landed Properties","2","2700","900 to 1000","Oct-2017"
"15926","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","3","3400","1100 to 1200","Oct-2017"
"15927","BEACON HEIGHTS","MAR THOMA ROAD","12","Non-landed Properties","2","2200","800 to 900","Oct-2017"
"15928","DE ROYALE","JALAN RAMA RAMA","12","Non-landed Properties","2","3000","900 to 1000","Oct-2017"
"15929","BEACON HEIGHTS","MAR THOMA ROAD","12","Non-landed Properties","3","2600","1100 to 1200","Oct-2017"
"15930","VISTA RESIDENCES","JALAN DATOH","12","Non-landed Properties","4","4000","1200 to 1300","Oct-2017"
"15931","OLEANDER TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","2","2500","800 to 900","Oct-2017"
"15932","PRESTIGE HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","na*","1700","300 to 400","Oct-2017"
"15933","THE VIRIDIAN","JALAN AMPAS","12","Non-landed Properties","2","2900","800 to 900","Oct-2017"
"15934","THE MEZZO","BALESTIER ROAD","12","Non-landed Properties","2","2200","800 to 900","Oct-2017"
"15935","SHAW PLAZA - TWIN HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","2","2700","1200 to 1300","Oct-2017"
"15936","DOMUS","IRRAWADDY ROAD","12","Non-landed Properties","2","2800","900 to 1000","Oct-2017"
"15937","PINNACLE 16","SHAN ROAD","12","Non-landed Properties","1","2300","500 to 600","Oct-2017"
"15938","ONE DUSUN RESIDENCES","JALAN DUSUN","12","Non-landed Properties","2","2050","500 to 600","Oct-2017"
"15939","PRESTIGE HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","na*","2000","300 to 400","Oct-2017"
"15940","KEMAMAN POINT","JALAN KEMAMAN","12","Non-landed Properties","3","2400","800 to 900","Oct-2017"
"15941","CASA FORTUNA","AH HOOD ROAD","12","Non-landed Properties","1","2000","500 to 600","Oct-2017"
"15942","THE ARTE","JALAN RAJA UDANG","12","Non-landed Properties","3","4000","1300 to 1400","Oct-2017"
"15943","THE MEZZO","BALESTIER ROAD","12","Non-landed Properties","2","2500","800 to 900","Oct-2017"
"15944","SHAW PLAZA - TWIN HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","2","2650","1200 to 1300","Oct-2017"
"15945","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","3","3700","1100 to 1200","Oct-2017"
"15946","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2150","400 to 500","Oct-2017"
"15947","OKIO","BALESTIER ROAD","12","Non-landed Properties","1","1700","400 to 500","Oct-2017"
"15948","SUITES @ TOPAZ","TOPAZ ROAD","12","Non-landed Properties","1","1700","300 to 400","Oct-2017"
"15949","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","3","3800","1300 to 1400","Oct-2017"
"15950","OKIO","BALESTIER ROAD","12","Non-landed Properties","1","1850","400 to 500","Oct-2017"
"15951","DE ROYALE","JALAN RAMA RAMA","12","Non-landed Properties","2","3200","900 to 1000","Oct-2017"
"15952","ONE DUSUN RESIDENCES","JALAN DUSUN","12","Non-landed Properties","2","2400","600 to 700","Oct-2017"
"15953","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2800","600 to 700","Oct-2017"
"15954","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","1","2700","600 to 700","Oct-2017"
"15955","BALESTIER POINT","BALESTIER ROAD","12","Non-landed Properties","3","2700","900 to 1000","Oct-2017"
"15956","PRESTIGE HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","na*","1700","300 to 400","Oct-2017"
"15957","VA RESIDENCES","BOON TECK ROAD","12","Non-landed Properties","1","2000","500 to 600","Oct-2017"
"15958","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2500","600 to 700","Oct-2017"
"15959","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2100","400 to 500","Oct-2017"
"15960","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","3","4000","900 to 1000","Oct-2017"
"15961","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2000","400 to 500","Oct-2017"
"15962","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2750","600 to 700","Oct-2017"
"15963","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","2","3300","900 to 1000","Oct-2017"
"15964","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","na*","1600","300 to 400","Oct-2017"
"15965","GLOBAL VILLE","JALAN RAJA UDANG","12","Non-landed Properties","2","2450","900 to 1000","Oct-2017"
"15966","VISTA RESIDENCES","JALAN DATOH","12","Non-landed Properties","4","3800","1300 to 1400","Oct-2017"
"15967","THE MEZZO","BALESTIER ROAD","12","Non-landed Properties","2","2600","800 to 900","Oct-2017"
"15968","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2050","400 to 500","Oct-2017"
"15969","NON-LANDED HOUSING DEVELOPMENT","KIM KEAT CLOSE","12","Non-landed Properties","3","2600","1000 to 1100","Oct-2017"
"15970","GAIA","JALAN DUSUN","12","Non-landed Properties","3","3160","900 to 1000","Oct-2017"
"15971","NADIA MANSIONS","AH HOOD ROAD","12","Non-landed Properties","4","3400","2000 to 2100","Oct-2017"
"15972","TRELLIS TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","2","2300","700 to 800","Oct-2017"
"15973","CRADELS","LORONG LIMAU","12","Non-landed Properties","1","1900","500 to 600","Oct-2017"
"15974","SKYSUITES17","JALAN RAJAH","12","Non-landed Properties","1","1900","300 to 400","Oct-2017"
"15975","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","2","2850","900 to 1000","Oct-2017"
"15976","REGENT RESIDENCES","SERANGOON ROAD","12","Non-landed Properties","2","2700","800 to 900","Oct-2017"
"15977","CITY REGENCY","ST. MICHAEL'S ROAD","12","Non-landed Properties","1","1800","400 to 500","Oct-2017"
"15978","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","1","1800","300 to 400","Oct-2017"
"15979","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2200","400 to 500","Oct-2017"
"15980","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2100","400 to 500","Oct-2017"
"15981","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","3","3700","1100 to 1200","Oct-2017"
"15982","NON-LANDED HOUSING DEVELOPMENT","BALESTIER ROAD","12","Non-landed Properties","na*","2300","900 to 1000","Oct-2017"
"15983","CASA FORTUNA","AH HOOD ROAD","12","Non-landed Properties","1","2250","700 to 800","Oct-2017"
"15984","THE RIVERINE BY THE PARK","KALLANG ROAD","12","Non-landed Properties","3","4500","1300 to 1400","Oct-2017"
"15985","ST MICHAEL'S CONDOMINIUM","ST. MICHAEL'S ROAD","12","Non-landed Properties","2","2100","800 to 900","Oct-2017"
"15986","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","2","3400","900 to 1000","Oct-2017"
"15987","ST FRANCIS COURT","ST. FRANCIS ROAD","12","Non-landed Properties","4","3700","1200 to 1300","Oct-2017"
"15988","BLISS LOFT","KIM KEAT CLOSE","12","Non-landed Properties","2","2400","800 to 900","Oct-2017"
"15989","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2000","400 to 500","Oct-2017"
"15990","NON-LANDED HOUSING DEVELOPMENT","KIM KEAT CLOSE","12","Non-landed Properties","3","2300","1000 to 1100","Oct-2017"
"15991","THE TIER","PEGU ROAD","12","Non-landed Properties","1","1950","400 to 500","Oct-2017"
"15992","REGAL COURT","KIM KEAT ROAD","12","Non-landed Properties","2","2300","900 to 1000","Oct-2017"
"15993","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2700","800 to 900","Oct-2017"
"15994","THE ARTE","JALAN RAJA UDANG","12","Non-landed Properties","4","4600","1800 to 1900","Oct-2017"
"15995","ST FRANCIS COURT","ST. FRANCIS ROAD","12","Non-landed Properties","4","2700","1200 to 1300","Oct-2017"
"15996","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2150","400 to 500","Oct-2017"
"15997","AIRSTREAM","ST. MICHAEL'S ROAD","12","Non-landed Properties","1","2000","400 to 500","Oct-2017"
"15998","IRESIDENCES","IRRAWADDY ROAD","12","Non-landed Properties","3","4400","1300 to 1400","Oct-2017"
"15999","BEACON HEIGHTS","MAR THOMA ROAD","12","Non-landed Properties","1","1800","600 to 700","Oct-2017"
"16000","THE ARTE","JALAN RAJA UDANG","12","Non-landed Properties","3","3400","1500 to 1600","Oct-2017"
"16001","PAPILLON","JALAN RAMA RAMA","12","Non-landed Properties","2","2300","700 to 800","Oct-2017"
"16002","CRADELS","LORONG LIMAU","12","Non-landed Properties","1","2200","500 to 600","Oct-2017"
"16003","NON-LANDED HOUSING DEVELOPMENT","KIM KEAT LANE","12","Non-landed Properties","3","4000","1400 to 1500","Oct-2017"
"16004","SUNVILLE","ST. MICHAEL'S ROAD","12","Non-landed Properties","3","3000","1200 to 1300","Oct-2017"
"16005","BALESTIER PLAZA","BALESTIER ROAD","12","Non-landed Properties","3","3200","1200 to 1300","Oct-2017"
"16006","D'MIRA","BOON TECK ROAD","12","Non-landed Properties","3","3500","1200 to 1300","Oct-2017"
"16007","CRADELS","LORONG LIMAU","12","Non-landed Properties","1","2000","400 to 500","Oct-2017"
"16008","SHAW PLAZA - TWIN HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","3","3400","1400 to 1500","Oct-2017"
"16009","THE ARTE","JALAN RAJA UDANG","12","Non-landed Properties","3","4000","1500 to 1600","Oct-2017"
"16010","CASA FORTUNA","AH HOOD ROAD","12","Non-landed Properties","2","2300","1000 to 1100","Oct-2017"
"16011","BEACON HEIGHTS","MAR THOMA ROAD","12","Non-landed Properties","2","2700","800 to 900","Oct-2017"
"16012","BEACON HEIGHTS","MAR THOMA ROAD","12","Non-landed Properties","1","1950","600 to 700","Oct-2017"
"16013","URBAN HERITAGE","BALESTIER ROAD","12","Non-landed Properties","1","1600","400 to 500","Oct-2017"
"16014","CRADELS","LORONG LIMAU","12","Non-landed Properties","1","1850","400 to 500","Oct-2017"
"16015","TRELLIS TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","3","3200","1100 to 1200","Oct-2017"
"16016","ST MICHAEL REGENCY","ST. MICHAEL'S ROAD","12","Non-landed Properties","3","3100","1200 to 1300","Oct-2017"
"16017","KIM KEAT HOUSE","KIM KEAT ROAD","12","Non-landed Properties","3","2100","1000 to 1100","Oct-2017"
"16018","SKYSUITES17","JALAN RAJAH","12","Non-landed Properties","2","3300","600 to 700","Oct-2017"
"16019","THE ARTE","JALAN RAJA UDANG","12","Non-landed Properties","3","4300","1600 to 1700","Oct-2017"
"16020","AIRSTREAM","ST. MICHAEL'S ROAD","12","Non-landed Properties","1","1700","400 to 500","Oct-2017"
"16021","VISTA RESIDENCES","JALAN DATOH","12","Non-landed Properties","1","2400","600 to 700","Oct-2017"
"16022","BALESTIER POINT","BALESTIER ROAD","12","Non-landed Properties","2","2000","800 to 900","Oct-2017"
"16023","DE ROYALE","JALAN RAMA RAMA","12","Non-landed Properties","2","2900","900 to 1000","Oct-2017"
"16024","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2750","600 to 700","Oct-2017"
"16025","PAPILLON","JALAN RAMA RAMA","12","Non-landed Properties","2","2500","700 to 800","Oct-2017"
"16026","LE SHANTIER","SHAN ROAD","12","Non-landed Properties","3","3700","1600 to 1700","Oct-2017"
"16027","THE ARTE","JALAN RAJA UDANG","12","Non-landed Properties","2","3000","1000 to 1100","Oct-2017"
"16028","CASA FORTUNA","AH HOOD ROAD","12","Non-landed Properties","2","2700","1000 to 1100","Oct-2017"
"16029","RITZ MANSIONS","BALESTIER ROAD","12","Non-landed Properties","3","3200","1400 to 1500","Oct-2017"
"16030","SUNVILLE","ST. MICHAEL'S ROAD","12","Non-landed Properties","2","2300","900 to 1000","Oct-2017"
"16031","CASA FORTUNA","AH HOOD ROAD","12","Non-landed Properties","1","2050","500 to 600","Oct-2017"
"16032","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","3","3700","1100 to 1200","Oct-2017"
"16033","NON-LANDED HOUSING DEVELOPMENT","KIM KEAT CLOSE","12","Non-landed Properties","3","2400","1000 to 1100","Oct-2017"
"16034","ECOVILLE","MARTABAN ROAD","12","Non-landed Properties","3","3150","1100 to 1200","Oct-2017"
"16035","ROCCA BALESTIER","BALESTIER ROAD","12","Non-landed Properties","3","2500","800 to 900","Oct-2017"
"16036","AVA TOWERS","AVA ROAD","12","Non-landed Properties","3","2800","1200 to 1300","Oct-2017"
"16037","TRELLIS TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","1","2000","500 to 600","Oct-2017"
"16038","PAPILLON","JALAN RAMA RAMA","12","Non-landed Properties","2","2350","700 to 800","Oct-2017"
"16039","THE MARQUE @ IRRAWADDY","SHAN ROAD","12","Non-landed Properties","3","3000","1000 to 1100","Oct-2017"
"16040","PRESTIGE HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","na*","1800","300 to 400","Oct-2017"
"16041","NON-LANDED HOUSING DEVELOPMENT","BALESTIER ROAD","12","Non-landed Properties","na*","1800","1700 to 1800","Oct-2017"
"16042","BALESTIER PLAZA","BALESTIER ROAD","12","Non-landed Properties","2","1500","900 to 1000","Oct-2017"
"16043","ST MICHAEL REGENCY","ST. MICHAEL'S ROAD","12","Non-landed Properties","3","3250","1200 to 1300","Oct-2017"
"16044","EURO-ASIA APARTMENTS","SERANGOON ROAD","12","Non-landed Properties","3","3100","1400 to 1500","Oct-2017"
"16045","REGENT RESIDENCES","SERANGOON ROAD","12","Non-landed Properties","2","2600","800 to 900","Oct-2017"
